param_classifier__max_depth,param_classifier__max_features,param_classifier__min_samples_leaf,param_classifier__min_samples_split,param_classifier__n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score
5,sqrt,1,5,200,0.6017699115044248,0.6445783132530121,0.6045845272206304,0.6187050359712231,0.6443768996960486
5,sqrt,1,5,300,0.606508875739645,0.6497005988023952,0.6028571428571429,0.6206896551724138,0.6494688922610015
5,sqrt,1,10,50,0.6056129985228951,0.6477611940298508,0.6002844950213371,0.6229985443959243,0.6554878048780488
5,sqrt,1,10,100,0.6020558002936858,0.648729446935725,0.603988603988604,0.6193921852387844,0.6453576864535768
5,sqrt,1,10,200,0.6026587887740029,0.6425339366515838,0.6045845272206304,0.6187050359712231,0.6443768996960486
5,sqrt,1,10,300,0.6085672082717873,0.6486486486486487,0.6019971469329529,0.6206896551724138,0.6484848484848484
5,sqrt,3,2,50,0.6106194690265486,0.6527570789865872,0.6002844950213371,0.627906976744186,0.6514459665144596
5,sqrt,3,2,100,0.6088235294117647,0.6497764530551415,0.6031294452347084,0.6233766233766234,0.6453576864535768
5,sqrt,3,2,200,0.6056129985228951,0.6466165413533834,0.6037195994277539,0.6195965417867435,0.6443768996960486
5,sqrt,3,2,300,0.6085672082717873,0.6476761619190404,0.6002844950213371,0.6215827338129496,0.6474164133738601
5,sqrt,3,5,50,0.6106194690265486,0.6527570789865872,0.6002844950213371,0.627906976744186,0.6514459665144596
5,sqrt,3,5,100,0.6088235294117647,0.6497764530551415,0.6031294452347084,0.6233766233766234,0.6453576864535768
5,sqrt,3,5,200,0.6056129985228951,0.6466165413533834,0.6037195994277539,0.6195965417867435,0.6443768996960486
5,sqrt,3,5,300,0.6085672082717873,0.6476761619190404,0.6002844950213371,0.6215827338129496,0.6474164133738601
5,sqrt,3,10,50,0.6097201767304861,0.6507462686567164,0.6002844950213371,0.6269956458635704,0.6523736600306279
5,sqrt,3,10,100,0.6070381231671554,0.6507462686567164,0.6022727272727273,0.6233766233766234,0.6473282442748092
5,sqrt,3,10,200,0.6038291605301914,0.643609022556391,0.6037195994277539,0.6195965417867435,0.6443768996960486
5,sqrt,3,10,300,0.6094674556213018,0.6466165413533834,0.6011396011396012,0.6215827338129496,0.6474164133738601
5,sqrt,5,2,50,0.6110283159463488,0.648729446935725,0.5977337110481586,0.6289855072463768,0.6555386949924128
